city,state_abbr,zip,status,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,ev_connector_types
San Diego,CA,92122,E,Public,Blink Network,32.851523,-117.183107,49512,,,,J1772
Salem,OR,97302,E,Public,Blink Network,44.913278,-122.996181,45029,,,,J1772
Jackson,MS,39201,E,Public,Tesla,32.301088,-90.179522,71693,P,,,TESLA
Trinidad,CA,95570,E,Public - Credit card at all times,Greenlots,41.0626225,-124.1407687,74658,LG,,,J1772 NEMA520
Fort Smith,AR,72908,E,Public - Call ahead,,35.320472,-94.397408,44387,P,,,J1772
Laurel,MD,20707,E,Public - Call ahead,,39.07394,-76.8696329,53226,P,,,J1772
Vacaville,CA,95688,E,Private - Government only,,38.3501299,-121.9949806,29862,LG,,,
Long Beach,CA,90802,E,Public,Blink Network,33.764985,-118.195081,60627,,,,J1772
San Rafael,CA,94903,E,Public,ChargePoint Network,38.0062308,-122.5382557,68941,,,,J1772
Glen Allen,VA,23059,E,Public,Tesla,37.6675114,-77.4591225,53472,P,,,TESLA
Atlanta,GA,30308,E,Private,,33.7707856,-84.3861426,63369,P,,,NEMA520
San Jose,CA,95112,E,Public,ChargePoint Network,37.3383921,-121.8879276,55963,,,,NEMA520 J1772
Berkeley,CA,94710,E,Public,ChargePoint Network,37.8645697,-122.3128646,69901,,,,J1772
Phoenix,AZ,85023,E,Public,Blink Network,33.652811,-112.111939,60216,,,,J1772
Pensacola Beach,FL,32561,E,Public,Tesla,30.3322428,-87.1384337,75051,P,,,TESLA
Pleasant Hill,CA,94523,E,Public,ChargePoint Network,37.9442019,-122.0615215,62478,,,,J1772
Rochester,MI,48307,E,Public,,42.683212,-83.1366,40607,T,,,J1772
Sacramento,CA,95822,E,Public,,38.524403,-121.5112,25502,LG,,,J1772
Charlotte,NC,28202,E,Public,ChargePoint Network,35.2266464,-80.8506012,56865,,,,J1772
Baton Rouge,LA,70808,E,Public,Tesla,30.4241261,-91.13148,73736,P,,,TESLA
Tampa,FL,33607,E,Public,Tesla,27.9603147,-82.5183189,67154,P,,,TESLA
Huntington Beach,CA,92647,E,Public,ChargePoint Network,33.7329135,-117.9942343,47341,,,,J1772
Jacksonville,FL,32257,E,Public,ChargePoint Network,30.1847136,-81.6255796,71471,,,,J1772
Chattanooga,TN,37421,E,Public,ChargePoint Network,35.0150041,-85.1823168,61214,,,,J1772
Las Vegas,NV,89107,E,Public,Blink Network,36.174751,-115.223605,69811,,,,J1772
West Springfield,MA,1089,E,Private,,42.1199461,-72.6254658,45813,P,,,J1772
San Diego,CA,92101,E,Public,Blink Network,32.707115,-117.158705,61058,,,,J1772
AUBURN,WA,98002,E,Public,Blink Network,47.293216,-122.212814,52856,,,,CHADEMO J1772
Opelousas,LA,70570,E,Public - Call ahead,,30.512581,-92.070331,45872,P,,,J1772
Dearborn,MI,48126,E,Private,GE WattStation,42.32784306,-83.21171297,72951,,,,J1772
Costa Mesa,CA,92626,E,Public,Blink Network,33.689958,-117.915916,45308,,,,J1772
Harlingen,TX,78552,E,Public - Call ahead,,26.186048,-97.734442,39725,P,,,J1772
Jonesboro,AR,72404,E,Private,,35.805509,-90.6709214,44392,P,,,J1772
Salem,OR,97301,E,Public - Call ahead,,44.949467,-122.999595,39839,P,,,J1772 CHADEMO
Eugene,OR,97401,E,Private,,44.0592136,-123.0811507,44230,P,,,J1772
Yachats,OR,97498,E,Public,AeroVironment Network,44.3127443,-124.1049668,73426,,,,CHADEMO J1772
Slippery Rock,PA,16057,E,Public,Greenlots,41.0623202,-80.0548075,68373,P,,,CHADEMO J1772COMBO
Savannah,GA,31401,E,Public,ChargePoint Network,32.0679602,-81.0948792,52306,,,,NEMA520 J1772
Clearwater,FL,33761,E,Public - Call ahead,,28.024503,-82.738817,46564,P,,,J1772
Los Angeles,CA,90028,E,Public,Tesla,34.1009778,-118.3259236,70427,P,,,TESLA
San Diego,CA,92121,E,Public - Card key at all times,eVgo Network,32.89593124,-117.2012939,69326,,,,CHADEMO J1772 J1772COMBO
Tempe,AZ,85282,E,Public,Blink Network,33.390832,-111.927248,49975,,,,J1772
Troy,NY,12181,E,Public,,42.753356,-73.681547,65804,P,,,J1772
Bourne,MA,2532,E,Public - Call ahead,,41.7388027,-70.5858939,45878,P,,,J1772
Montgomery,AL,36105,E,Public,,32.3243963,-86.3304874,67116,P,,,NEMA520
Las Vegas,NV,89119,E,Public,ChargePoint Network,36.095563,-115.175836,60596,,,,J1772
Bellevue,WA,98004,E,Public,ChargePoint Network,47.6101246,-122.2023029,73172,,,,J1772
Alexandria,VA,22306,E,Public - Card key at all times,SemaCharge Network,38.750221,-77.082531,42968,,,,J1772
Beaumont,TX,77701,E,Public - Call ahead,,30.062673,-94.13326,39713,P,,,J1772
San Marcos,TX,78666,E,Public,Tesla,29.8298106,-97.9797372,52664,P,,,TESLA
Syosset,NY,11791,E,Public,,40.8101658,-73.5075305,44203,P,,,J1772 CHADEMO
Houston,TX,77075,E,Public - Card key at all times,eVgo Network,29.60169029,-95.24784088,73340,,,,CHADEMO
Dallas,TX,75205,E,Public,Blink Network,32.823932,-96.789875,45132,,,,J1772
Hayward,CA,94542,E,Public,ChargePoint Network,37.6562549,-122.0572963,70313,,,,J1772
Roseville,CA,95661,E,Public - Call ahead,,38.7490389,-121.2545895,60179,P,,,J1772
Pasadena,CA,91105,E,Private,,34.1433657,-118.1624746,70060,FG,21,General Services Administration,J1772
Vail,CO,81657,E,Public - Card key at all times,SemaCharge Network,39.642488,-106.390608,69100,,,,J1772
Carrollton,GA,30116,E,Private,,33.597548,-85.036998,52655,P,,,J1772
Baltimore,MD,21224,E,Private,,39.2961836,-76.5092966,47687,P,,,J1772
Chicago,IL,60605,E,Public,ChargePoint Network,41.8729929,-87.6309591,69142,,,,J1772
New York,NY,10002,E,Public,Blink Network,40.717195,-73.991658,66256,,,,J1772
Walla Walla,WA,99362,E,Public,Tesla,46.01272,-118.370401,71792,P,,,TESLA
Woodbury,NJ,8096,E,Private,,39.832447,-74.157725,45705,P,,,J1772
St. Marys,GA,31558,E,Public,Tesla,30.72199,-81.547855,75227,P,,,TESLA
Sanford,FL,32771,E,Public,ChargePoint Network,28.8247609,-81.3136197,38809,,,,NEMA520 J1772
Middleburg Heights,OH,44130,E,Public,ChargePoint Network,41.3768817,-81.7952962,62408,,,,J1772
Creve Coeur,MO,63141,E,Public,ChargePoint Network,38.6706143,-90.4453044,60285,,,,J1772
Salisbury,NC,28147,E,Private,,35.64406,-80.488336,47033,P,,,J1772
Coral Gables,FL,33134,E,Public - Card key at all times,SemaCharge Network,25.7504193,-80.2582703,74124,,,,J1772
Fairfield,CA,94533,E,Public,,38.2514613,-122.0433643,27328,LG,,,J1772
Troy,MI,48084,E,Private,,42.553489,-83.175205,44300,P,,,J1772
Hesperus,CO,81326,E,Public,Tesla,37.0189116,-108.1829491,70736,P,,,TESLA J1772
Orange Beach,AL,36561,E,Public,Tesla,30.2575554,-87.6304601,72204,P,,,TESLA J1772
Hope Valley,CA,96120,E,Public - Call ahead,Tesla,38.7747706,-119.9029911,74956,P,,,TESLA
Waterloo,IA,50702,E,Public - Call ahead,Tesla,42.4664487,-92.3192247,67740,P,,,TESLA J1772
Steamboat Springs,CO,80487,E,Public,ChargePoint Network,40.4560604,-106.8167718,67173,,,,J1772
Franklin,TN,37064,E,Public,Blink Network,35.932445,-86.858827,47821,,,,J1772
Cleveland,OH,44113,E,Public - Card key at all times,eVgo Network,41.4889183,-81.71073914,73282,,,,J1772COMBO
Tualatin,OR,97062,E,Public - Credit card at all times,OpConnect,45.371581,-122.795512,50718,P,,,NEMA520 J1772
Wellesley,MA,2481,E,Public,SemaCharge Network,42.319756,-71.234274,63688,,,,J1772
Freehold,NJ,7728,E,Public,ChargePoint Network,40.2755189,-74.2936439,65343,,,,J1772
Rochester,NY,14623,E,Public,ChargePoint Network,43.0860581,-77.673355,69056,,,,J1772
Marina,CA,93933,E,Public,ChargePoint Network,36.6647368,-121.8121747,71590,,,,J1772
Redwood City,CA,94065,E,Public,ChargePoint Network,37.5365403,-122.2583798,61084,,,,J1772
Washington,DC,20003,E,Public,ChargePoint Network,38.8776093,-77.0029526,55924,,,,J1772
Temecula,CA,92591,E,Public - Call ahead,,33.5165025,-117.1554931,39949,P,,,J1772
Hartford,CT,6106,E,Public,,41.745582,-72.689438,65817,P,,,J1772
Dearborn,MI,48121,E,Private,GE WattStation,42.302138,-83.16983019,74013,,,,J1772
Big Bend ,WI,53103,E,Public,,42.915036,-88.219603,64073,P,,,NEMA520
Waltham,MA,2453,E,Public,ChargePoint Network,42.3646711,-71.256514,53092,,,,J1772
Key West,FL,33040,E,Public,Tesla,24.571096,-81.754521,75122,P,,,TESLA
Manchester,VT,5255,E,Public - Card key at all times,SemaCharge Network,43.173882,-73.0282218,71157,,,,J1772
Garland,TX,75040,E,Public,ChargePoint Network,32.9118759,-96.6416243,67800,,,,J1772
Burns Harbor,IN,46304,E,Public - Call ahead,,41.6047281,-87.1125965,52371,P,,,J1772
Fond du Lac,WI,54935,E,Public,,43.7837137,-88.4075536,51321,P,,,NEMA520
Honolulu,HI,96815,E,Public,,21.2778377,-157.8336024,45948,P,,,J1772
Kansas City,MO,64114,E,Public - Card key at all times,SemaCharge Network,38.9920045,-94.5947077,44279,,,,J1772
Orlando,FL,32827,E,Public,ChargePoint Network,28.4272129,-81.3078388,50756,,,,NEMA520 J1772
San Diego,CA,92136,E,Private,OpConnect,32.683322,-117.122608,48693,FG,14,Department of Navy,NEMA520 J1772
Garland,TX,75040,E,Public,ChargePoint Network,32.9101268,-96.6075942,68170,,,,J1772
Great Falls,MT,59405,E,Private,,47.4931554,-111.2361966,74674,P,,,J1772
Ashburn,VA,20147,E,Public,GE WattStation,39.0523976,-77.4543254,72768,,,,J1772
Orlando,FL,32822,E,Public,ChargePoint Network,28.4993668,-81.3039398,42125,,,,NEMA520 J1772
South Burlington,VT,5403,E,Public,,44.427129,-73.212248,49408,P,,,J1772
Chicago,IL,60601,E,Public,ChargePoint Network,41.8866787,-87.6289995,72664,,,,J1772
Richmond,VA,23219,E,Public,Tesla,37.5421392,-77.437437,75270,P,,,TESLA
Santa Clara,CA,95050,E,Public - Call ahead,,37.3579857,-121.9437682,51521,P,,,J1772
Tampa,FL,33647,E,Public,ChargePoint Network,28.09169,-82.4035159,51745,,,,J1772
Indian Head,MD,20640,E,Public,ChargePoint Network,38.6235123,-77.0869293,41006,,,,NEMA520 J1772
Chula Vista,CA,91910,E,Public,Blink Network,32.637998,-117.082687,51773,,,,J1772
Tumwater,WA,98501,E,Public,,46.984193,-122.904856,37677,LG,,,NEMA520
Palm Springs,CA,92262,E,Public,,33.828555,-116.515825,52605,LG,,,J1772
Bloomfield,NJ,7003,E,Public,ChargePoint Network,40.7892417,-74.194571,62357,,,,J1772
Laramie,WY,82070,E,Public - Call ahead,,41.2956836,-105.5792565,73823,P,,,J1772
Hemet,CA,92545,E,Private,,33.7417813,-117.0303965,53904,P,,,J1772 CHADEMO
Baltimore,MD,21212,E,Public,ChargePoint Network,39.3713219,-76.609294,72427,,,,J1772
Sacramento,CA,95816,E,Private,,38.5613057,-121.4644669,71901,SG,,,J1772
San Francisco,CA,94108,E,Public,Tesla,37.791405,-122.410248,21360,P,,,J1772 TESLA
Eureka,CA,95501,E,Public - Call ahead,,40.8006573,-124.1643737,39890,P,,,J1772
Lake Jackson,TX,77566,E,Public,,29.0311092,-95.4517344,71180,P,,,NEMA520
Boone,IA,50036,E,Public,,42.0359114,-93.8654373,64797,P,,,J1772
Los Angeles,CA,90012,E,Private,,34.0579752,-118.2493746,60132,SG,,,NEMA515
Snoqualmie,WA,98065,E,Public,Blink Network,47.542153,-121.836634,54123,,,,J1772
Medford,NY,11763,E,Public - Card key at all times,eVgo Network,40.80707932,-72.95454407,70557,,,,J1772
New Britain,CT,6051,E,Public,,41.649365,-72.770648,52649,P,,,J1772
Rutland,VT,5701,E,Public - Card key at all times,eVgo Network,43.608441,-72.979564,66537,P,,,J1772 CHADEMO
Austin,TX,78704,E,Public,ChargePoint Network,30.2389984,-97.7550735,43277,,,,J1772
The Dalles,OR,97058,E,Public,Tesla,45.6119994,-121.2084416,62936,P,,,TESLA
Strongsville,OH,44136,E,Public - Card key at all times,eVgo Network,41.3455658,-81.8208313,71056,,,,J1772
Waukesha,WI,53186,E,Private,,43.024353,-88.20646,47907,P,,,J1772
Tyler,TX,75701,E,Public,ChargePoint Network,32.3043799,-95.3307891,63091,,,,J1772
Los Angeles,CA,90007,E,Public,,34.02828,-118.2778,48358,P,,,J1772
Beaverton,OR,97005,E,Private,,45.491816,-122.811724,44225,P,,,J1772
Highland Park,IL,60035,E,Public,Tesla,42.1742546,-87.8161958,53858,P,,,TESLA
Anaheim,CA,92804,E,Public,ChargePoint Network,33.8171399,-117.9745443,44408,,,,J1772
Los Angeles,CA,90035,E,Public,Blink Network,34.0532,-118.412887,50941,,,,J1772
Old Saybrook,CT,6475,E,Public - Call ahead,,41.3091825,-72.3819136,44450,P,,,J1772
Raleigh,NC,27606,E,Public,,35.7724396,-78.6805847,50703,SG,,,J1772
Bloomington,IL,61701,E,Public,,40.4732678,-89.0164628,61478,P,,,J1772
Fort Collins,CO,80525,E,Public,,40.550076,-105.076295,63539,P,,,J1772
Petersburg,VA,23805,E,Public,,37.1825285,-77.3595721,64134,P,,,J1772
Allen Park,MI,48101,E,Private,GE WattStation,42.2940414,-83.2018988,73993,,,,J1772
Tacoma,WA,98444,E,Public,ChargePoint Network,47.1450424,-122.438942,57759,,,,J1772
St. Marys,KS,66536,E,Private,,39.284595,-96.1150424,52916,T,,,J1772
East Hartford,CT,6118,E,Public,,41.7499912,-72.639357,46548,P,,,J1772
Plano,TX,75093,E,Public,Blink Network,33.048462,-96.830819,41519,,,,J1772
Dallas,TX,75226,E,Public,Blink Network,32.782665,-96.784796,41499,,,,J1772
Newark,CA,94560,E,Public,Blink Network,37.516369,-122.003878,60240,,,,CHADEMO J1772
Dearborn,MI,48126,E,Private,GE WattStation,42.3203923,-83.218658,74724,,,,J1772
Los Angeles,CA,90028,E,Public,Tesla,34.1003574,-118.3259214,74782,P,,,TESLA
Lake Charles,LA,70601,E,Public,ChargePoint Network,30.1987038,-93.2123184,38861,,,,NEMA520 J1772
St Paul,MN,55104,E,Public,ChargePoint Network,44.9553528,-93.1683197,40059,,,,NEMA520 J1772
Frisco,TX,75035,E,Public,Blink Network,33.094181,-96.820495,52847,,,,J1772
Cape Elizabeth,ME,4107,E,Public - Call ahead,Tesla,43.5670888,-70.2277526,73764,P,,,TESLA J1772
Los Gatos,CA,95030,E,Public,ChargePoint Network,37.2204018,-121.9852066,47913,,,,J1772
Lihue,HI,96766,E,Public,,21.9750961,-159.3691417,46787,LG,,,J1772
Amarillo,TX,79119,E,Public,,35.15933,-101.94,39709,P,,,J1772
Redding,CA,96002,E,Private,,40.571755,-122.366512,48161,P,,,J1772
Lancaster,MA,1523,E,Public,ChargePoint Network,42.4545217,-71.6725467,51081,,,,NEMA520 J1772
Columbus,OH,43204,E,Public,ChargePoint Network,39.928299,-83.0899811,49051,,,,J1772
Los Angeles,CA,90035,E,Public,Blink Network,34.049833,-118.412734,47615,,,,J1772
McKinleyville,CA,95519,E,Public - Credit card at all times,Greenlots,40.9429994,-124.1031312,74657,LG,,,J1772
Knoxville,TN,37912,E,Public,Blink Network,35.98265,-83.993107,48779,,,,J1772
Bow,NH,3304,E,Public - Call ahead,,43.1551265,-71.502481,65664,P,,,J1772
Bloomington,MN,55425,E,Public,ChargePoint Network,44.8543221,-93.2426497,38884,,,,NEMA520 J1772
Rochester,NY,14623,E,Private,,43.091201,-77.598061,61050,SG,,,J1772
Sarasota,FL,34232,E,Public,Greenlots,27.3005211,-82.4510275,68334,P,,,CHADEMO J1772COMBO
Erie,CO,80516,E,Public - Card key at all times,SemaCharge Network,40.035952,-105.054722,68880,,,,J1772
Scottsdale,AZ,85260,E,Public,Blink Network,33.583443,-111.895122,64480,,,,J1772
Gig Harbor,WA,98335,E,Public,Tesla,47.3191626,-122.5869706,71775,P,,,TESLA
Bend,OR,97707,E,Public - Call ahead,Tesla,43.8719481,-121.442887,67267,P,,,TESLA
Stockton,CA,95210,E,Public - Card key at all times,SemaCharge Network,38.019796,-121.294277,43828,,,,J1772
Stratham,NH,3885,E,Public,,43.0009026,-70.9209557,49896,P,,,J1772
Cambridge,MA,2138,E,Public,,42.372258,-71.122667,38525,P,,,NEMA515 J1772
Tacoma,WA,98405,E,Public,ChargePoint Network,47.2391586,-122.4975967,44168,,,,J1772
Dania Beach,FL,33004,E,Public,ChargePoint Network,26.051443,-80.1420851,37191,,,,NEMA520 J1772
Santa Cruz,CA,95062,E,Public,ChargePoint Network,36.983609,-121.9787012,51729,,,,NEMA520 J1772
Columbia,SC,29223,E,Public - Call ahead,,34.1110208,-80.8962597,46456,P,,,J1772 CHADEMO
Golden,CO,80401,E,Public,ChargePoint Network,39.7267952,-105.1756973,40981,,,,J1772
Willow Grove,PA,19090,E,Public - Card key at all times,eVgo Network,40.14368057,-75.11828613,73613,,,,J1772
Los Angeles,CA,90015,E,Public,Tesla,34.0430523,-118.2637281,70333,P,,,TESLA
Sun Valley,ID,83353,E,Public,Tesla,43.6972238,-114.3538632,73782,P,,,TESLA J1772
San Diego,CA,92128,E,Public,GE WattStation,32.9624984,-117.0921177,72864,,,,J1772
Long Beach,CA,90802,E,Public,ChargePoint Network,33.7708347,-118.1945326,69891,,,,J1772
Triadelphia,WV,26059,E,Private,,40.0593228,-80.5921883,49785,P,,,J1772
Mesa,AZ,85210,E,Public,Blink Network,33.393765,-111.848284,52716,,,,J1772
Kissimmee,FL,34741,E,Public,ChargePoint Network,28.2914295,-81.4041443,42693,,,,NEMA520 J1772
Waldorf,MD,20601,E,Private,,38.6300237,-76.90558,47712,P,,,J1772
Lake Charles,LA,70615,E,Public - Call ahead,,30.2183465,-93.1712686,73809,P,,,J1772
Kennebunkport,ME,4046,E,Public,Tesla,43.3591054,-70.4746871,73744,P,,,TESLA
Asheville,NC,28801,E,Public,Greenlots,35.592962,-82.551297,68360,P,,,CHADEMO J1772COMBO
Harriman,TN,37748,E,Public,Blink Network,35.90628,-84.592109,45066,,,,CHADEMO J1772
Murfreesboro,TN,37130,E,Public,ChargePoint Network,35.9107251,-86.3833737,62331,,,,J1772
New York,NY,11017,E,Public,Tesla,40.7516548,-73.9690321,74534,P,,,TESLA
San Jose,CA,95112,E,Public,ChargePoint Network,37.3368338,-121.8861582,28844,,,,J1772
Richland,WA,99354,E,Public,SemaCharge Network,46.3343983,-119.269803,68192,,,,J1772
Holyoke,MA,1040,E,Public - Call ahead,,42.181249,-72.629347,60865,P,,,J1772
Gladstone,MO,64118,E,Public,ChargePoint Network,39.2228323,-94.548053,67691,,,,J1772
Spartanburg,SC,29303,E,Public,,34.9558899,-81.937331,45785,LG,,,J1772
Ramsey,NJ,7446,E,Public,ChargePoint Network,41.0563036,-74.1219759,69212,,,,J1772
San Luis Obispo,CA,93401,P,PLANNED - not yet accessible (Private),,35.267801,-120.671444,70574,SG,,,J1772
Sunnyvale,CA,94089,E,Public,ChargePoint Network,37.4033366,-122.0085855,69934,,,,J1772
Strasburg,VA,22657,E,Public,Tesla,39.0052276,-78.3378049,70302,P,,,TESLA
Pinetop,AZ,85935,E,Public,Tesla,34.1349706,-109.9489955,75218,P,,,TESLA
Honolulu,HI,96822,E,Public,OpConnect,21.300702,-157.8176773,45954,SG,,,J1772 NEMA520
Sparks,NV,89431,E,Public,ChargePoint Network,39.5404463,-119.7489209,62174,,,,J1772
San Francisco,CA,94111,E,Public,,37.80383301,-122.404,38519,P,,,NEMA515 J1772
San Jose,CA,95119,E,Public,ChargePoint Network,37.23862,-121.784069,65526,,,,J1772
Redwood City,CA,94065,E,Public,ChargePoint Network,37.5369736,-122.2540527,62269,,,,J1772
Fairfax,CA,94930,E,Public,ChargePoint Network,37.9851489,-122.5906981,51916,,,,NEMA520 J1772
St. James,MO,65559,E,Public,Tesla,38.0055388,-91.6206166,71684,P,,,TESLA J1772
Huntington Beach,CA,92648,E,Public,ChargePoint Network,33.6573906,-118.0029755,48193,,,,J1772
Tracy,CA,95304,E,Private,,37.759931,-121.463173,47646,P,,,J1772
Palatine,IL,60074,E,Public - Card key at all times,eVgo Network,42.13891983,-88.03465271,71511,,,,J1772COMBO
Dearborn,MI,48126,E,Private,GE WattStation,42.3206458,-83.2183927,74725,,,,J1772
Campbell,CA,95008,E,Public,ChargePoint Network,37.267154,-121.955688,67807,,,,J1772 CHADEMO J1772COMBO
Orange,CA,92866,E,Public,GE WattStation,33.7900065,-117.8563718,72848,,,,J1772
Houston,TX,77005,E,Public - Card key at all times,eVgo Network,29.72571182,-95.42674255,75006,,,,J1772COMBO
Rancho Cucamonga,CA,91730,E,Public,,34.11787,-117.611,46976,LG,,,J1772
Johnston,IA,50131,E,Public,ChargePoint Network,41.6915538,-93.7131166,63336,,,,J1772
Old Saybrook,CT,6475,E,Public,,41.286482,-72.416634,63175,P,,,J1772
Seattle,WA,98121,E,Public,ChargePoint Network,47.6166523,-122.3429057,69853,,,,J1772
Redwood City,CA,94065,E,Public,ChargePoint Network,37.5373803,-122.2562778,61080,,,,J1772
Phoenix,AZ,85024,E,Public,Blink Network,33.67,-112.031515,50137,,,,J1772
Plano,TX,75024,E,Private,Blink Network,33.073378,-96.822652,54962,,,,J1772
Auburn,MA,1501,E,Public,ChargePoint Network,42.185218,-71.837851,65532,,,,J1772
Las Vegas,NV,89118,E,Public - Card key at all times,eVgo Network,36.08579254,-115.1863022,74852,,,,J1772COMBO
League City,TX,77573,E,Private,,29.485334,-95.10187,48227,P,,,J1772
Feasterville,PA,19053,E,Public - Card key at all times,SemaCharge Network,40.1506017,-75.0022839,71531,,,,J1772
Washington,PA,15301,E,Public - Call ahead,,40.189231,-80.2135373,47792,P,,,J1772 CHADEMO
Duvall,WA,98019,E,Public,ChargePoint Network,47.7413216,-121.9840469,38955,,,,NEMA520 J1772
Palo Alto,CA,94306,E,Public,ChargePoint Network,37.434537,-122.153346,62857,,,,J1772
San Antonio,TX,78221,E,Public,ChargePoint Network,29.3550553,-98.5237275,43288,,,,J1772
Kimball,TN,37347,E,Public,Blink Network,35.039625,-85.684444,45072,,,,CHADEMO J1772
Carrboro,NC,27510,E,Public,ChargePoint Network,35.909462,-79.071212,66362,,,,J1772
Jacksonville,NC,28546,E,Public - Call ahead,,34.761943,-77.381529,47013,P,,,J1772
Westport,CT,6880,E,Public,SemaCharge Network,41.14521569,-73.35947443,62509,,,,J1772
San Jose,CA,95136,E,Private,,37.275144,-121.877656,48131,P,,,J1772
Los Angeles,CA,90067,E,Public,ChargePoint Network,34.0518167,-118.4110267,60247,,,,J1772
Miami,FL,33176,E,Public - Card key at all times,SemaCharge Network,25.6398949,-80.419846,58722,,,,J1772
Chicago,IL,60611,E,Public,ChargePoint Network,41.8937953,-87.620766,72473,,,,J1772
Palm Bay,FL,32907,E,Public - Call ahead,,27.9978873,-80.6278624,53403,P,,,NEMA520 J1772
Torrance,CA,90503,E,Public,Tesla,33.835802,-118.349995,53408,P,,,J1772 TESLA
Cottage Grove,OR,97424,E,Public - Card key at all times,SemaCharge Network,43.797682,-123.049906,68876,,,,J1772
Los Angeles,CA,90094,E,Public,ChargePoint Network,33.9837394,-118.4010899,72479,,,,J1772
Lithia Springs,GA,30122,E,Public - Card key at all times,SemaCharge Network,33.7894582,-84.6231178,44483,,,,J1772
North Bethesda,MD,20852,E,Public - Card key at all times,SemaCharge Network,39.0491443,-77.117722,71845,,,,J1772
Ceres,CA,95307,E,Public - Card key at all times,eVgo Network,37.59461975,-120.9766693,71173,,,,J1772COMBO
Hayward,CA,94544,E,Public,ChargePoint Network,37.6560752,-122.0948995,51213,,,,NEMA520 J1772
Cortland,NY,13045,E,Private,,42.5930303,-76.2077692,74673,P,,,J1772
South San Francisco,CA,94080,E,Public,Blink Network,37.645789,-122.427601,69005,,,,CHADEMO
San Antonio,TX,78215,E,Public,ChargePoint Network,29.4433499,-98.4804328,65763,,,,J1772
Solvang,CA,93463,E,Public,ChargePoint Network,34.5963135,-120.1364822,43503,,,,J1772
Plainfield,IL,60585,E,Public,ChargePoint Network,41.6528252,-88.218081,50476,,,,J1772
Oakland,CA,94606,E,Public - Card key at all times,SemaCharge Network,38.005229,-121.799013,43210,,,,J1772
Temecula,CA,92591,E,Public,ChargePoint Network,33.5166227,-117.1552633,61068,,,,CHADEMO
Campbell,CA,95008,E,Public,ChargePoint Network,37.2854563,-121.9440311,46712,,,,J1772
Lahaina,HI,96761,E,Public,OpConnect,20.939326,-156.69045,65921,P,,,J1772 NEMA520
St Albans,VT,5478,E,Public,ChargePoint Network,44.7972256,-73.0717515,51707,,,,J1772
Tukwila,WA,98188,E,Public,ChargePoint Network,47.4611115,-122.242316,63947,,,,J1772
Glendale Heights,IL,60139,E,Public - Call ahead,,41.90426,-88.068072,46826,P,,,J1772
Santa Monica,CA,90401,E,Public,ChargePoint Network,34.0160161,-118.4953392,38935,,,,NEMA520 J1772
Chula Vista,CA,91911,E,Private,,32.595913,-117.02547,61792,P,,,J1772
Menlo Park,CA,94025,E,Public,ChargePoint Network,37.4849953,-122.1473604,69952,,,,J1772
Sylacauga,AL,35150,E,Public - Call ahead,,33.176389,-86.290039,61414,P,,,J1772
Fremont,CA,94538,E,Public,Tesla,37.4892275,-121.9463962,74770,P,,,TESLA
Kansas City,MO,64108,E,Public,ChargePoint Network,39.0844507,-94.5752503,71373,,,,J1772
Milw,WI,53207,E,Public,ChargePoint Network,42.9482994,-87.9113922,72450,,,,J1772
Gorham,NH,3581,E,Public - Call ahead,,44.3934873,-71.1899607,52660,P,,,J1772
Beavercreek,OH,45434,E,Private,,39.708775,-84.026292,45711,P,,,J1772
Camp Springs,MD,20746,E,Public,ChargePoint Network,38.8246533,-76.9197042,61588,,,,J1772
Houston,TX,77061,E,Private,Blink Network,29.657779,-95.275384,70046,,,,J1772
Honolulu,HI,96814,E,Public,,21.2901711,-157.8393701,45926,P,,,J1772
Aurora,OH,44202,E,Public - Card key at all times,eVgo Network,41.35105896,-81.38977814,72340,,,,CHADEMO
San Jose,CA,95112,E,Public,,37.3759172,-121.8937993,41583,P,,,J1772
Yorba Linda,CA,92887,E,Public,Tesla,33.8724379,-117.7412679,74794,P,,,TESLA
Spokane,WA,99252,E,Public,,47.673347,-117.388933,35620,P,,,NEMA520 J1772
Vancouver,WA,98662,E,Public,Blink Network,45.657664,-122.58242,65386,,,,J1772
Oregon City,OR,97045,E,Private,Blink Network,45.337272,-122.600312,50863,,,,J1772
Olympia,WA,98502,E,Public,ChargePoint Network,47.031125,-122.9291747,61009,,,,CHADEMO
Austin,TX,78731,E,Public,ChargePoint Network,30.333817,-97.7517957,41270,,,,NEMA520 J1772
Cincinnati,OH,45246,E,Public - Call ahead,,39.2853057,-84.4471112,45718,P,,,J1772
Springfield,MO,65807,E,Public - Call ahead,,37.150658,-93.298244,49869,P,,,J1772
Phoenix,AZ,85014,E,Public,Blink Network,33.50927,-112.058624,45920,,,,J1772
Seattle,WA,98103,E,Public,Blink Network,47.677276,-122.353954,51329,,,,J1772
Orange,CA,92868,E,Public,,33.784803,-117.893592,70875,P,,,J1772
St. Simons Island,GA,31522,E,Public - Call ahead,Tesla,31.294609,-81.344733,72075,P,,,TESLA J1772
Germantown,MD,20874,E,Public - Card key at all times,SemaCharge Network,39.1807395,-77.2662729,71372,,,,J1772
San Diego,CA,92106,E,Public,Blink Network,32.725069,-117.225698,50964,,,,J1772
Overland Park,KS,66210,E,Public,ChargePoint Network,38.9149603,-94.6662725,70154,,,,J1772
