city,state_abbr,zip,status,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,ev_connector_types
Springfield,NJ,7081,E,Private,,40.6867798,-74.3182892,49911,P,,,J1772
Wake Forest,NC,27587,E,Public,GE WattStation,35.9768433,-78.5086206,72988,,,,J1772
Campton,NH,3223,E,Private - Government only,,43.8128721,-71.6713061,42572,FG,4,U.S. Department of Agriculture,NEMA520
Irvine,CA,92617,E,Public,ChargePoint Network,33.6459567,-117.8558028,63770,,,,J1772
New Kent,VA,23124,E,Public,,37.490616,-77.02681,65701,P,,,CHADEMO J1772COMBO
Union City,GA,30291,E,Private,,33.5645809,-84.5221849,48389,P,,,J1772
Thousand Oaks,CA,91362,E,Public,ChargePoint Network,34.1626812,-118.831224,62611,,,,J1772
San Diego,CA,92108,E,Public,ChargePoint Network,32.7750307,-117.1269944,58723,,,,J1772
Dallas,TX,75208,E,Public,Blink Network,32.749456,-96.832376,47510,,,,J1772
Seward,NE,68434,E,Public,ChargePoint Network,40.9060986,-97.098946,67086,,,,NEMA520 J1772
Pittsburgh,PA,15205,E,Public,,40.441322,-80.151447,42395,P,,,J1772
New Haven,CT,6510,E,Public,,41.305706,-72.927224,36924,P,,,NEMA520 J1772
Victoria,TX,77901,E,Public,Tesla,28.7673034,-96.9789208,74238,P,,,TESLA
Des Plaines,IL,60018,E,Public - Card key at all times,eVgo Network,42.01506424,-87.92534637,69445,,,,J1772COMBO
Gainesville,GA,30504,E,Public - Call ahead,,34.275934,-83.8599349,43839,P,,,J1772
Burlington,VT,5403,E,Public - Card key at all times,eVgo Network,44.46294022,-73.17980957,69284,,,,J1772
Oak Ridge,TN,37830,E,Public - Call ahead,,36.010202,-84.268102,39705,P,,,J1772
Balcones Heights,TX,78201,E,Public,ChargePoint Network,29.495047,-98.548409,56481,,,,J1772
Overland Park,KS,66251,E,Public,ChargePoint Network,38.9159348,-94.6615107,63833,,,,J1772
Plantation,FL,33313,E,Public,ChargePoint Network,26.1419322,-80.2381777,62053,,,,J1772
Carterville,IL,62918,E,Public,ChargePoint Network,37.7511101,-89.0892487,50470,,,,NEMA520 J1772
Raleigh,NC,27606,E,Public,,35.7719918,-78.6753306,50700,SG,,,J1772
Kalamazoo Township,MI,49006,E,Public,ChargePoint Network,42.2785225,-85.616539,43448,,,,NEMA520 J1772
Redwood City,CA,94063,E,Public,Blink Network,37.484652,-122.207509,49988,,,,CHADEMO J1772
Tempe,AZ,85282,E,Public,Blink Network,33.380309,-111.940061,48818,,,,J1772
River Falls,WI,54022,E,Public,,44.8729765,-92.6210133,42417,P,,,NEMA520
Oak Ridge,TN,37830,E,Public,Blink Network,36.011117,-84.262118,53579,,,,J1772
Suquamish,WA,98392,E,Public,ChargePoint Network,47.7130831,-122.5698931,65345,,,,J1772
Tucson,AZ,85712,E,Public,Blink Network,32.235508,-110.859564,45284,,,,J1772
La Crosse,WI,54603,E,Public,ChargePoint Network,43.8756321,-91.2640487,62905,,,,J1772
Bellevue,WA,98007,E,Public - Card key at all times,,47.5808279,-122.151784,38117,LG,,,NEMA520
Naples,FL,34108,E,Public,Tesla,26.2520117,-81.8210483,68489,P,,,TESLA
Aptos,CA,95003,E,Public,Tesla,36.9506431,-121.8769156,70385,P,,,TESLA J1772
Universal City,TX,78148,E,Public,ChargePoint Network,29.5640011,-98.326889,41939,,,,NEMA520 J1772
Santa Fe,NM,87507,E,Public,,35.6413879,-105.9928681,69878,LG,,,J1772
Minneapolis,MN,55414,E,Public,ChargePoint Network,44.9795225,-93.2281101,62095,,,,J1772
Philadelphia,PA,19124,E,Public - Card key at all times,SemaCharge Network,40.0232354,-75.076654,44259,,,,J1772
Decatur,AL,35601,E,Private,,34.563864,-86.972204,48329,P,,,J1772
Southfield,MI,48034,E,Public - Call ahead,,42.5028167,-83.2838464,63714,P,,,J1772
Canton,NY,13617,E,Public,ChargePoint Network,44.6015378,-75.1829123,58261,,,,J1772
Newport News,VA,23606,E,Public,SemaCharge Network,37.0862236,-76.4710503,62155,,,,J1772
Franklin,WI,53132,E,Public,,42.916574,-87.97851,69838,P,,,NEMA520
Colchester,VT,5405,E,Public,,44.506924,-73.181652,70770,P,,,CHADEMO
Fairfield,IA,52556,E,Public,ChargePoint Network,41.0061462,-91.9791564,50759,,,,J1772
Latta,SC,29565,E,Public,Tesla,34.3440025,-79.4315834,71705,P,,,TESLA
San Diego,CA,92101,P,PLANNED - not yet accessible (Private),,32.719514,-117.165106,71442,SG,,,J1772
Houston,TX,77041,E,Public,Blink Network,29.87778,-95.569203,49225,,,,J1772
Grants,NM,87020,E,Public,,35.145994,-107.874247,60653,P,,,NEMA520
Normal,IL,61761,E,Public,,40.5115762,-88.9933008,61461,P,,,J1772
Dyer,IN,46311,E,Private,,41.492057,-87.522819,63528,LG,,,J1772 NEMA520
Napa,CA,94558,E,Public,ChargePoint Network,38.3213387,-122.3102188,41992,,,,NEMA520 J1772
Tigard,OR,97223,E,Public,Blink Network,45.430608,-122.7711849,52927,,,,J1772
Oak Creek,WI,53154,E,Public,,42.8711677,-87.9331268,42413,P,,,NEMA520
Columbus,OH,43125,E,Private,,39.888206,-82.8859,51695,P,,,J1772
Southaven,MS,38671,E,Public - Call ahead,,34.962523,-89.9945038,45848,P,,,J1772 CHADEMO
Katy,TX,77494,E,Public - Card key at all times,eVgo Network,29.77570915,-95.80799103,69222,,,,J1772 J1772COMBO
Richmond,KY,40475,E,Public - Call ahead,,37.7604033,-84.2729045,45631,P,,,J1772
Medina,OH,44256,E,Public - Call ahead,,41.134257,-81.793779,45748,P,,,J1772 CHADEMO
Charlotte,NC,28203,E,Public,Greenlots,35.203747,-80.863657,74178,P,,,CHADEMO J1772COMBO
Chicago,IL,60607,E,Public,ChargePoint Network,41.8675244,-87.6387876,64467,,,,J1772
Salem,OR,97302,E,Public,Blink Network,44.89982122,-123.0193359,62366,,,,J1772
Loveland,CO,80538,E,Public,,40.4134,-105.05171,52643,P,,,J1772
Joliet,IL,60433,E,Private,,41.4943472,-88.0406035,73382,T,,,J1772
Costa Mesa,CA,92626,E,Public,ChargePoint Network,33.69067,-117.887952,38901,,,,J1772 NEMA520
Kansas City,MO,64108,E,Public,ChargePoint Network,39.0847397,-94.5871582,37691,,,,NEMA520 J1772
Las Vegas,NV,89109,E,Public,ChargePoint Network,36.1234131,-115.1738165,62088,,,,J1772
Arlington,VA,22202,E,Public,ChargePoint Network,38.8561096,-77.0493774,43289,,,,NEMA520 J1772
Boulder,CO,80302,E,Private,,40.0148,-105.2792,42543,LG,,,NEMA520 J1772
Linthicum Heights,MD,21090,E,Public,ChargePoint Network,39.1978036,-76.6841288,51983,,,,J1772
Countryside,IL,60525,E,Public,ChargePoint Network,41.7816663,-87.8675446,61455,,,,J1772
Phoenix,AZ,85016,E,Public - Card key at all times,eVgo Network,33.51125717,-112.026947,74912,,,,J1772COMBO
Ellensburg,WA,98926,E,Public,ChargePoint Network,46.9941673,-120.5491791,56160,,,,NEMA520 J1772
Chicago,IL,60290,E,Public,ChargePoint Network,41.8935938,-87.632785,58302,,,,J1772
Westport,CA,95488,P,PLANNED - not yet accessible (Public),,39.677076,-123.790936,70022,SG,,,J1772
Upper Lake,CA,95485,E,Public,Tesla,39.1646612,-122.9107849,70395,P,,,TESLA
Wautoma,WI,54982,E,Public,,44.073397,-89.283061,42422,P,,,NEMA520
Puyallup,WA,98371,E,Public,ChargePoint Network,47.2077779,-122.2944087,60752,,,,CHADEMO
Kalispell,MT,59901,E,Private,,48.236032,-114.275568,74665,P,,,J1772
Hillsboro,OR,97124,E,Private,GE WattStation,45.54027587,-122.9141171,72977,,,,J1772
Austin,TX,78722,E,Public,ChargePoint Network,30.3035789,-97.7071972,43275,,,,NEMA520 J1772
Hendersonville,NC,28739,E,Public,Tesla,35.2793994,-82.4888109,72159,P,,,TESLA
Topeka,KS,66612,E,Private,,39.0329101,-95.682413,47172,P,,,J1772
Randallstown,MD,21133,E,Public - Card key at all times,SemaCharge Network,39.369864,-76.8000069,42990,,,,J1772
Dallas,TX,75248,E,Public,ChargePoint Network,32.9792161,-96.7711123,54077,,,,J1772
Dallas,TX,75253,E,Public - Card key at all times,eVgo Network,32.70268,-96.58597,48785,P,,,J1772 CHADEMO
Montecito,CA,93108,E,Public,Tesla,34.446894,-119.623416,70378,P,,,TESLA
Salt Lake City,UT,84101,E,Public,Tesla,40.7558948,-111.8951103,75285,P,,,TESLA
Greenville,SC,29615,E,Public,,34.850861,-82.323384,41121,P,,,J1772
Atlanta,GA,30326,E,Public - Card key at all times,eVgo Network,33.8537178,-84.36303711,69572,,,,CHADEMO
Houston,TX,77079,E,Public - Call ahead,,29.785494,-95.60022,39729,P,,,J1772
Phoenix,AZ,85034,E,Public,Blink Network,33.435463,-112.006989,66569,,,,J1772
Bellevue,WA,98004,E,Public,ChargePoint Network,47.6207931,-122.1924689,60241,,,,J1772
Paso Robles,CA,93446,E,Public,Tesla,35.5842852,-120.7151919,70392,P,,,TESLA
Davenport,IA,52807,E,Public,,41.556018,-90.55666,71647,P,,,NEMA520
Kansas City,MO,64127,E,Public,ChargePoint Network,39.0931712,-94.5543958,71947,,,,J1772
St. Louis,MO,63141,E,Public - Call ahead,,38.674746,-90.405558,49867,P,,,J1772
Meriden,CT,6450,E,Public,,41.538678,-72.802371,73854,P,,,J1772
Norman,OK,73069,E,Public,Tesla,35.220852,-97.4484081,72201,P,,,TESLA
Decatur,GA,30033,E,Private,,33.794355,-84.282407,48378,P,,,J1772
SF,CA,94103,E,Public,GE WattStation,37.7660567,-122.401169,72735,,,,J1772
King of Prussia,PA,19406,E,Public,ChargePoint Network,40.1018105,-75.3718424,48626,,,,J1772
Portage,MI,49002,E,Public,Tesla,42.2349661,-85.5614839,74553,P,,,TESLA
Philadelphia,PA,19104,E,Public,Blink Network,39.9580902,-75.1890916,63491,,,,J1772
Des Moines,IA,50309,E,Public,ChargePoint Network,41.5863588,-93.62775,72394,,,,J1772
Houston,TX,77002,E,Public,ChargePoint Network,29.7473466,-95.3689023,73877,,,,J1772
Kansas City,MO,64106,E,Public,ChargePoint Network,39.0993386,-94.5819964,68229,,,,CHADEMO
Foxborough,MA,2035,E,Public,ChargePoint Network,42.0397734,-71.2371736,74253,,,,J1772COMBO
Long Beach,CA,90807,E,Public - Card key at all times,eVgo Network,33.81738663,-118.1843033,69412,,,,CHADEMO J1772COMBO
Silsbee,TX,77656,E,Public - Call ahead,,30.314894,-94.18396,39755,P,,,J1772
West Point,GA,31883,E,Public,Greenlots,32.85984908,-85.17250033,74168,P,,,CHADEMO J1772COMBO
Brooklyn Park,MN,55445,E,Private,,45.0938928,-93.3723271,73470,P,,,J1772
Tucson,AZ,85713,E,Public,Blink Network,32.194663,-110.913521,69926,,,,J1772
San Marcos,CA,92078,E,Private,Blink Network,33.132493,-117.157377,51519,,,,J1772
Mountain View,CA,94040,E,Public - Card key at all times,SemaCharge Network,37.3986446,-122.1082064,53527,,,,J1772
Murphy's,CA,95247,E,Public,Tesla,38.142426,-120.4942806,68956,P,,,TESLA J1772
San Jose,CA,95119,E,Public,ChargePoint Network,37.2423788,-121.7934925,64031,,,,J1772
Chandler,AZ,85226,E,Private,GE WattStation,33.3055452,-111.9347082,72847,,,,J1772
Venice,CA,90291,E,Public,ChargePoint Network,33.9911866,-118.4650125,67682,,,,J1772
Fountain Valley,CA,92708,E,Public,ChargePoint Network,33.7156628,-117.929139,71853,,,,J1772
St Louis,MO,63101,E,Public,ChargePoint Network,38.6311874,-90.1899948,43257,,,,J1772
Petaluma,CA,94954,E,Public,ChargePoint Network,38.2528494,-122.6301726,72539,,,,J1772
Vacaville,CA,95688,E,Public,,38.355867,-121.9862,25517,LG,,,J1772
Arlington,TX,76005,E,Public,Blink Network,32.75102082,-97.06792685,63819,,,,J1772
Chicago,IL,60611,E,Public,ChargePoint Network,41.9008497,-87.6245204,64452,,,,J1772
Citrus Heights,CA,95621,E,Public,Greenlots,38.7080903,-121.3132989,66812,LG,,,J1772 CHADEMO J1772COMBO
Sheridan,WY,82801,E,Public,Tesla,44.804119,-106.9561694,70305,P,,,TESLA
Monroe,NC,28110,E,Private,,35.060062,-80.6319502,70449,P,,,J1772
Portland,OR,97232,E,Public - Credit card at all times,OpConnect,45.530772,-122.655575,47061,P,,,NEMA520 J1772
Kingman,AZ,86401,E,Public,Tesla,35.1911456,-114.0659565,60090,P,,,TESLA
Oakland,CA,94621,E,Public,,37.7136,-122.2087,33695,P,,,J1772
Vancouver,WA,98661,E,Public - Card key at all times,SemaCharge Network,45.6679357,-122.6039051,45016,,,,J1772
Salem,OR,97302,E,Public - Card key at all times,SemaCharge Network,44.890664,-123.033902,42959,,,,J1772
San Francisco,CA,94115,E,Public,ChargePoint Network,37.7849121,-122.4302368,41340,,,,NEMA520 J1772
Payette,ID,83661,P,PLANNED - not yet accessible (Private),,44.0573686,-116.9257187,73316,T,,,J1772
Eugene,OR,97404,E,Public,Blink Network,44.098813,-123.127006,63750,,,,J1772
Phoenix,AZ,85008,E,Public,ChargePoint Network,33.462998,-111.9694946,63551,,,,J1772
Summit Point,WV,25446,E,Public - Call ahead,Tesla,39.2423663,-77.9730682,75208,P,,,TESLA
Oak Park,CA,91377,E,Public,ChargePoint Network,34.1805008,-118.7648977,50734,,,,NEMA520 J1772
New York,NY,10065,E,Public,GE WattStation,40.7646162,-73.9622283,72888,,,,J1772
Clayton,GA,30525,E,Public,Blink Network,34.88043,-83.401309,67084,,,,CHADEMO J1772
Chicago,IL,60629,E,Public,ChargePoint Network,41.7815157,-87.7418991,43152,,,,J1772
Bloomington,MN,55437,E,Private,,44.857006,-93.343806,47715,P,,,J1772
East Hanover,NJ,7936,E,Private,,40.8068831,-74.3722117,45671,P,,,J1772
New York,NY,10011,E,Public,ChargePoint Network,40.736949,-73.9977963,51680,,,,J1772
Auburn,CA,95603,E,Private,,38.8936167,-121.0764958,53365,P,,,J1772
Niantic,CT,6357,E,Public,,41.354043,-72.211435,52650,P,,,J1772
Leominster,MA,1453,E,Private,,42.5171468,-71.7423143,73238,P,,,J1772
Tucumcari,NM,88401,E,Public,Tesla,35.1538353,-103.7235952,69810,P,,,TESLA
Woodbridge,VA,22191,E,Public - Card key at all times,eVgo Network,38.62987518,-77.28910065,74080,,,,J1772
West Springfield,MA,1089,E,Public,Tesla,42.130914,-72.621435,65730,P,,,TESLA
Kapolei,HI,96707,E,Public,,21.3292082,-158.0886316,61234,P,,,J1772
Chicago,IL,60606,E,Public,ChargePoint Network,41.8838173,-87.6386593,72544,,,,J1772
Harlingen,TX,78552,E,Private,,26.186048,-97.734442,48213,P,,,J1772
La Jolla,CA,92037,E,Private,Blink Network,32.879626,-117.225422,55232,,,,J1772
Bangor,ME,4401,E,Public,,44.8280869,-68.7451498,49815,P,,,J1772 CHADEMO
San Clemente,CA,92674,E,Private,,33.52008,-117.760822,27322,T,,,
Charlotte,NC,28202,E,Public,ChargePoint Network,35.22718,-80.8503,38892,,,,J1772
Las Vegas,NV,89118,E,Public,,36.065475,-115.234361,52009,P,,,J1772
Austin,TX,78745,E,Public,ChargePoint Network,30.2210641,-97.7704077,70097,,,,J1772
Miami,FL,33196,E,Private,,25.67973328,-80.45629,40429,P,,,NEMA520
Tampa,FL,33621,E,Public,ChargePoint Network,27.8525819,-82.4881166,70721,,,,J1772
Muskegon,MI,49442,E,Public,ChargePoint Network,43.2479538,-86.1962777,74371,,,,NEMA520 J1772
Salisbury,MD,21801,E,Private,,38.39214,-75.5759,47708,P,,,J1772
Latham,NY,12110,E,Public,ChargePoint Network,42.750429,-73.7653259,70151,,,,J1772
Garland,TX,75043,E,Public,ChargePoint Network,32.8658395,-96.5385372,67797,,,,J1772
Ontario,CA,91761,E,Public,ChargePoint Network,34.0521665,-117.5611311,65477,,,,J1772COMBO
Neptune,NJ,7753,E,Public - Call ahead,,40.2287706,-74.0687857,45690,P,,,J1772
Stanton,CA,90680,E,Public,ChargePoint Network,33.7890007,-117.9924269,69103,,,,J1772
Eugene,OR,97403,E,Public,Blink Network,44.048152,-123.068227,51540,,,,J1772
Arlington,VA,22202,E,Public,ChargePoint Network,38.8516517,-77.0433099,46388,,,,NEMA520 J1772
Stafford,TX,77477,E,Private,,29.6456829,-95.57636,48249,P,,,J1772
Hillsboro,OR,97124,E,Private,GE WattStation,45.545696,-122.914021,73039,,,,J1772
Houston,TX,77055,E,Public - Card key at all times,eVgo Network,29.78528976,-95.53235626,75100,,,,J1772COMBO
Uniondale,NY,11556,E,Public,ChargePoint Network,40.7202493,-73.5834702,62899,,,,J1772
Surprise,AZ,85378,E,Public,Blink Network,33.636758,-112.329988,45221,,,,J1772
Rochester,NY,14614,E,Public,ChargePoint Network,43.157445,-77.6152989,61066,,,,J1772
Bellevue,WA,98004,E,Public,ChargePoint Network,47.6178819,-122.194041,42230,,,,NEMA520 J1772
Hendersonville,NC,28792,E,Public,,35.316942,-82.462137,47007,LG,,,J1772
Pleasanton,CA,94588,E,Public,ChargePoint Network,37.688417,-121.889862,69742,,,,J1772
Knoxville,TN,37923,E,Public,Blink Network,35.9205746,-84.0871229,64147,,,,J1772
Wisconsin Dells,WI,53965,E,Public,Tesla,43.607312,-89.782515,71308,P,,,TESLA
Conshohocken,PA,19428,E,Public,,40.1032386,-75.3093429,70776,P,,,J1772
Kohala Coast,HI,96743,E,Public,OpConnect,19.994437,-155.824429,45971,P,,,J1772
Mountain View,CA,94040,E,Public,Blink Network,37.40104262,-122.1087977,49128,,,,J1772
Seattle,WA,98104,E,Public,ChargePoint Network,47.6057077,-122.3302058,56870,,,,NEMA520 J1772
Washington,WA,20006,E,Public,ChargePoint Network,38.902162,-77.0380976,72452,,,,J1772
North Dartmouth,MA,2747,T,TEMPORARILY UNAVAILABLE (Public),,41.638274,-70.979634,41582,P,,,J1772
San Francisco,CA,94103,E,Public,,37.7843613,-122.3996365,21353,LG,,,J1772
Jackson,MS,39204,E,Public - Call ahead,,32.2685829,-90.2095433,45838,P,,,J1772
Menlo Park,CA,94025,E,Public,ChargePoint Network,37.484575,-122.1479242,70725,,,,J1772
Santa Cruz,CA,95061,E,Public,,36.9732361,-122.0245482,21794,P,,,J1772
Austin,TX,78749,E,Public,ChargePoint Network,30.1896375,-97.8564284,70548,,,,J1772
Baltimore,MD,21209,E,Public - Card key at all times,SemaCharge Network,39.3847962,-76.686881,42715,,,,J1772
San Fernando,CA,91342,E,Public,,34.2917388,-118.4482914,21414,P,,,J1772
Conway,SC,29526,E,Public,,33.8417847,-79.0504581,45774,LG,,,J1772
Plano,TX,75024,E,Public,Tesla,33.088844,-96.8062975,68522,P,,,TESLA J1772
Peabody,MA,1960,E,Public - Card key at all times,eVgo Network,42.53889465,-70.94198608,69478,,,,CHADEMO
Northglenn,CO,80234,E,Private,,39.8842114,-104.9915217,63705,P,,,J1772
Baltimore,MD,21230,E,Public,ChargePoint Network,39.2730026,-76.5931396,48665,,,,NEMA520 J1772
University Place,WA,98467,E,Public - Card key at all times,SemaCharge Network,47.2136054,-122.5366188,44505,,,,J1772
Chandler,AZ,85286,E,Public - Call ahead,,33.2842538,-111.7899643,39854,P,,,J1772 CHADEMO J1772COMBO
Orange,CA,92868,E,Public,ChargePoint Network,33.7792016,-117.868565,53380,,,,J1772
New York,NY,10036,E,Public - Call ahead,,40.7640743,-73.9956792,44172,P,,,J1772
Fort Worth,TX,76106,E,Private,,32.82513,-97.3443,47520,P,,,J1772
Union,WA,98592,E,Public,Tesla,47.3471843,-123.0676404,71771,P,,,TESLA
Rehoboth,DE,19971,E,Public,,38.731988,-75.135416,48992,P,,,NEMA520
Cartersville,GA,30120,E,Public,,34.241847,-84.77024,70774,P,,,TESLA J1772
Smithfield,RI,2830,E,Public,ChargePoint Network,41.9195225,-71.5396125,53053,,,,J1772
Abingdon,VA,24210,E,Public,Tesla,36.7095892,-81.9755769,75278,P,,,TESLA
Knoxville,TN,37922,E,Public,Blink Network,35.915395,-84.094352,64267,,,,J1772
College Station,TX,77845,E,Public,Tesla,30.5642077,-96.2665727,75135,P,,,TESLA
Garland,TX,75040,E,Public,ChargePoint Network,32.915108,-96.6368309,67996,,,,J1772
Templeton,CA,93465,E,Public,Tesla,35.5798368,-120.7188876,74950,P,,,TESLA
Hillsboro,OR,97124,E,Private,GE WattStation,45.545696,-122.9142,73011,,,,J1772
St. Paul,MN,55110,E,Public,,45.050399,-92.995996,69087,P,,,J1772
West Springfield,MA,1089,E,Public,ChargePoint Network,42.1501269,-72.6318714,61835,,,,J1772
Saratoga Springs,NY,12866,E,Public,,43.0820311,-73.787779,63997,P,,,J1772
Beverly Hills,CA,90210,E,Public,ChargePoint Network,34.0750351,-118.3937498,53062,,,,J1772
Cross Plains,WI,53528,E,Public,,43.111081,-89.64494,71616,P,,,NEMA520
Salem,OR,97302,E,Public - Card key at all times,SemaCharge Network,44.888866,-123.05999,42960,,,,J1772
Roswell,GA,30075,E,Private,GE WattStation,34.0381542,-84.3639145,73134,,,,J1772
Bloomfield Hills,MI,48302,E,Public - Call ahead,,42.6026168,-83.2890345,61560,P,,,J1772
Los Angeles,CA,90095,E,Public,ChargePoint Network,34.0599586,-118.4477533,41793,,,,NEMA520 J1772
New York,NY,10022,E,Public,ChargePoint Network,40.7620239,-73.9698105,41254,,,,NEMA520 J1772
Torrington,CT,6790,E,Private,,41.818995,-73.087102,44456,P,,,J1772
Boulder,CO,80302,E,Private,,40.0148003,-105.2774775,42540,LG,,,NEMA520 J1772
Tucumcari,NM,88401,E,Public,Tesla,35.1718009,-103.7169954,75234,P,,,TESLA
Kingsport,TN,37660,E,Public - Call ahead,,36.5513649,-82.487467,39812,P,,,J1772
Latham,NY,12110,E,Public,ChargePoint Network,42.7613529,-73.8218721,58206,,,,J1772
Lincoln City,OR,97367,E,Public,ChargePoint Network,44.9283791,-124.015831,35258,,,,NEMA520 J1772
Johnston,IA,50131,E,Public,ChargePoint Network,41.691666,-93.713932,62660,,,,J1772
Springdale,UT,84767,E,Private,,37.216389,-112.98078,66473,FG,16,Department of the Interior,J1772
Kingsport,TN,37660,E,Public,Blink Network,36.549818,-82.526141,49203,,,,J1772
Bremerton,WA,98337,E,Private,Blink Network,47.575355,-122.634233,47873,,,,J1772
Sterling,VA,20166,E,Public - Card key at all times,eVgo Network,39.02777863,-77.41611481,70041,,,,J1772
Upland,CA,91786,E,Public,,34.1074098,-117.6671738,60448,P,,,NEMA520
Lake Placid,NY,12946,E,Public,,44.294627,-74.010395,65280,SG,,,J1772
Eden Prairie,MN,55344,E,Private,,44.8562242,-93.4619941,60308,P,,,J1772
Waynesville,NC,28786,E,Public,ChargePoint Network,35.4952988,-82.9867554,65641,,,,NEMA520 J1772
St Louis,MO,63118,E,Public,ChargePoint Network,38.6000404,-90.2114258,43255,,,,J1772
Santa Monica,CA,90401,E,Public,Tesla,34.0093566,-118.4930097,70325,P,,,TESLA
Lake Mary,FL,32746,E,Public,ChargePoint Network,28.7695694,-81.3615723,41801,,,,NEMA520 J1772
San Luis Obispo,CA,93401,E,Public,Tesla,35.279705,-120.6609,41526,LG,,,J1772 TESLA
Venice,FL,34292,E,Private,,27.090886,-82.433092,46637,P,,,J1772
Dubuque,IA,52001,E,Public,ChargePoint Network,42.5035531,-90.6618819,68197,,,,J1772
Knoxville,TN,37912,E,Public - Call ahead,,36.0000304,-83.9689834,39814,P,,,J1772
Reno,NV,89511,E,Public,Tesla,39.4643012,-119.7848609,72253,P,,,TESLA
Boston,MA,2215,E,Public,ChargePoint Network,42.344161,-71.101413,61643,,,,J1772
Los Angeles,CA,90034,E,Public,ChargePoint Network,34.0205311,-118.4241534,74250,,,,J1772
El Centro,CA,92243,E,Public,Tesla,32.760837,-115.532486,65084,P,,,TESLA
Norwalk,CT,6854,E,Public,,41.099673,-73.416602,62492,P,,,J1772
Stevens Point,WI,54481,E,Public,,44.5347,-89.5761,51326,P,,,NEMA520
Cherry Hill,NJ,8034,E,Public,Blink Network,39.921864,-75.003572,60895,,,,J1772
Woodbridge,VA,22192,E,Public,ChargePoint Network,38.6561546,-77.303009,43787,,,,NEMA520 J1772
Charleston,SC,29403,E,Public,ChargePoint Network,32.8096744,-79.9476782,61932,,,,J1772
Rancho Cordova,CA,95670,E,Private,,38.598204,-121.268335,70065,LG,,,J1772
Seymour,CT,6483,E,Public,,41.394218,-73.075067,68937,LG,,,J1772
Athens,GA,30605,E,Public,ChargePoint Network,33.9452666,-83.3776823,65037,,,,J1772
Miami,FL,33142,E,Private,,25.828967,-80.258103,48082,T,,,J1772
Glendale,WI,53217,E,Public,Blink Network,43.119079,-87.916422,70368,,,,J1772
Honolulu,HI,96815,E,Public - Call ahead,,21.2778509,-157.825047,42384,P,,,J1772
Los Angeles,CA,90045,E,Public,,33.9446599,-118.3982273,7184,LG,,,J1772
New York,NY,10019,E,Public,ChargePoint Network,40.7632446,-73.9886475,37169,,,,NEMA520 J1772
Superior,WI,54880,E,Public,,46.730735,-92.098338,71636,P,,,NEMA520
Bethesda,MD,20815,E,Public,ChargePoint Network,38.9804514,-77.0943905,65654,,,,J1772
Boise,ID,83704,E,Public - Call ahead,Tesla,43.611307,-116.2733311,67241,P,,,TESLA
New York,NY,10011,E,Public,Tesla,40.7469089,-74.0022853,67751,P,,,TESLA
Los Altos Hills,CA,94022,E,Public,ChargePoint Network,37.3832817,-122.138382,38907,,,,NEMA520 J1772
San Jose,CA,95131,E,Private,,37.3772583,-121.9233856,46504,P,,,NEMA520 J1772
Los Angeles,CA,91343,E,Public,ChargePoint Network,34.2352012,-118.4661797,68995,,,,J1772
South Holland,IL,60473,E,Private,,41.599685,-87.62023,45805,P,,,J1772
San Francisco,CA,94107,E,Public,ChargePoint Network,37.7841256,-122.3958262,69721,,,,J1772
Corvallis,OR,97330,E,Public,Blink Network,44.579023,-123.282687,60676,,,,J1772
Detroit,MI,48243,E,Private,GE WattStation,42.3301394,-83.0383158,72734,,,,J1772
Snohomish,WA,98296,E,Private,,47.8648068,-122.1154664,65056,LG,,,J1772
Rochester,NY,14623,E,Public,ChargePoint Network,43.0967119,-77.6767128,62159,,,,J1772
Madison,WI,53713,E,Private,,43.0354344,-89.4222376,49769,P,,,J1772
Scottsdale,AZ,85251,E,Public,Blink Network,33.480305,-111.950352,52079,,,,J1772
Milpitas,CA,95035,E,Public,ChargePoint Network,37.4135971,-121.9235764,47345,,,,NEMA520 J1772
Moscow,ID,83843,E,Private,,46.7322002,-117.0078425,73840,P,,,J1772
Los Angeles,CA,90024,E,Public,ChargePoint Network,34.0656682,-118.4300755,70493,,,,J1772
Forest Grove,OR,97116,E,Public,Blink Network,45.522646,-123.111055,46445,,,,J1772
Akron,OH,44312,E,Public - Call ahead,,40.979048,-81.493235,45708,P,,,J1772
Topeka,KS,66612,E,Public,ChargePoint Network,39.0483404,-95.6745701,73720,,,,J1772
Greenfield,WI,53228,E,Private,,42.968521,-88.048038,47896,P,,,J1772
West Palm Beach,FL,33401,E,Public,ChargePoint Network,26.719943,-80.0870599,60748,,,,J1772
Orlando,FL,32817,E,Public - Card key at all times,SemaCharge Network,28.6013963,-81.2145309,71186,,,,J1772
Chelmsford,MA,1824,E,Public,ChargePoint Network,42.5985644,-71.346883,61783,,,,J1772
Greenfield,MA,1301,E,Public,,42.5874162,-72.6030519,52054,P,,,J1772
New Haven,CT,6519,E,Public,,41.2989128,-72.9258566,53549,P,,,J1772
Novato,CA,94949,E,Public,,38.0578658,-122.5135189,70872,P,,,J1772
Ontario,CA,91764,E,Public - Card key at all times,eVgo Network,34.0721817,-117.5495758,69413,,,,CHADEMO J1772COMBO
Philadelphia,PA,19136,E,Public,,40.0401468,-75.0323584,63870,P,,,J1772
York,PA,17401,E,Public - Card key at all times,eVgo Network,39.96288681,-76.72822571,74572,,,,J1772COMBO
